,Description,clips,category,key_word
1253,"2 x 4 wood board drop on concrete, harsh and sudden",new_clips2/1253.mp3,wood,wood
1254,"Small wooden strip drop on concrete with a bounce, long",new_clips2/1254.mp3,wood,wooden
1255,"Wooden 2 x 4 foot particle board with veneer drop on dirt, collapse",new_clips2/1255.mp3,wood,wooden
1256,"Wooden osb panel drop on dirt, strong with dirt debris",new_clips2/1256.mp3,wood,wooden
1257,2 x 4 wood board drop on dirt abruptly with dirt debris,new_clips2/1257.mp3,wood,wood
1258,"Small wood block drop on concrete, strong",new_clips2/1258.mp3,wood,wood
1259,"Plywood board drop on concrete, slappy",new_clips2/1259.mp3,wood,plywood
1260,"Small wooden piece or bit drop on dirt, throw",new_clips2/1260.mp3,wood,wooden
1261,Small plywood board drop on dirt from a low height with a topple,new_clips2/1261.mp3,wood,plywood
1262,"Piece of hardwood plank drop on dirt, touch",new_clips2/1262.mp3,trash,piece
1263,"5 foot wood plank drop on dirt, abrupt with dirt debris",new_clips2/1263.mp3,trash,foot
1264,"2 x 4 wood board drop on dirt, dull and heavy",new_clips2/1264.mp3,wood,wood
1265,"5 foot wood plank drop on dirt, hard thump",new_clips2/1265.mp3,trash,foot
1266,Hardwood board drop on concrete with a rattle,new_clips2/1266.mp3,wood,hardwood
1267,"Wood debris drop on concrete, abrupt",new_clips2/1267.mp3,wood,wood
1268,"Plywood board drop on concrete, rough",new_clips2/1268.mp3,wood,plywood
1269,"5 foot wood plank drop on dirt, hard, grazing concrete",new_clips2/1269.mp3,trash,foot
1270,"Small plywood board drop on dirt, complex with a buzz",new_clips2/1270.mp3,wood,plywood
1271,"2 x 4 wood block drop wood pile, complex",new_clips2/1271.mp3,wood,wood
1272,Wood block drop on cement with a fumble,new_clips2/1272.mp3,wood,wood
1273,Hardwood board drop on dirt with a slow topple,new_clips2/1273.mp3,wood,hardwood
1274,"Small wood block drop on concrete, tonal",new_clips2/1274.mp3,wood,wood
1275,Hardwood board drop on dirt with a topple and with concrete,new_clips2/1275.mp3,wood,hardwood
1276,2 x 4 long wood board drop on concrete from a low height,new_clips2/1276.mp3,wood,wood
1277,"Small plywood piece drop on concrete, soft and complex",new_clips2/1277.mp3,wood,plywood
1278,Wooden osb panel drop on concrete on its edge and tumble away,new_clips2/1278.mp3,wood,wooden
1279,"Small piece of hardwood drop on concrete from a low height, light",new_clips2/1279.mp3,trash,piece
1280,"Small wooden piece or bit drop on dirt from a low height, toss, light",new_clips2/1280.mp3,wood,wooden
1281,Wooden 2 x 4 foot particle board with veneer drop on dirt with a topple,new_clips2/1281.mp3,wood,wooden
1282,"Wood pine board drop on wood pile, set down",new_clips2/1282.mp3,wood,wood
1283,"Piece of hardwood plank drop on dirt, topple, light",new_clips2/1283.mp3,trash,piece
1284,2 x 4 wood board drop on dirt with a clatter and dirt debris,new_clips2/1284.mp3,wood,wood
1285,"Wood debris drop on dirt, light 2",new_clips2/1285.mp3,wood,wood
1286,"Small wood piece drop on concrete, hard",new_clips2/1286.mp3,wood,wood
1287,"Small wooden piece or bit drop on dirt, light",new_clips2/1287.mp3,wood,wooden
1288,"Wood debris drop on dirt, light and forceful",new_clips2/1288.mp3,wood,wood
1289,"Small plywood board drop on dirt from a low height, flat",new_clips2/1289.mp3,wood,plywood
1290,"Small hardwood board drop on dirt, strong and sudden",new_clips2/1290.mp3,wood,hardwood
1291,"Hardwood board drop on concrete, hollow and simple",new_clips2/1291.mp3,wood,hardwood
1292,"Small hardwood board drop on dirt, set and topple, performed 2",new_clips2/1292.mp3,wood,hardwood
1293,"Small wooden strip drop on concrete, set down",new_clips2/1293.mp3,wood,wooden
1294,Hardwood board drop on dirt with a topple,new_clips2/1294.mp3,wood,hardwood
1295,"Small wooden piece or bit drop on dirt and wood, tiny",new_clips2/1295.mp3,wood,wooden
1296,"Wood debris drop on concrete with a trickle, clumpy",new_clips2/1296.mp3,wood,wood
1297,"2 x 4 wood board long drop on concrete with a bounce, long",new_clips2/1297.mp3,wood,wood
1298,"Small wood block drop on concrete, misfire or fumble",new_clips2/1298.mp3,wood,wood
1299,"2 x 4 long wood board drop on concrete, dull",new_clips2/1299.mp3,wood,wood
1300,"Small hardwood board drop on dirt, dull",new_clips2/1300.mp3,wood,hardwood
1301,"Small wood piece strip drop on dirt, simple with dirt debris",new_clips2/1301.mp3,wood,wood
1302,"2 x 4 small wood board drop on dirt, harsh and sudden",new_clips2/1302.mp3,wood,wood
1303,2 x 4 wood board long drop on dirt hit heavy,new_clips2/1303.mp3,wood,wood
1304,Small wood strip drop on dirt,new_clips2/1304.mp3,wood,wood
1305,"Hardwood board drop on dirt with a toss, dull",new_clips2/1305.mp3,wood,hardwood
1306,"5 foot wood plank drop on dirt, hard with dirt debris",new_clips2/1306.mp3,trash,foot
1307,"Small wood block drop on concrete, hard",new_clips2/1307.mp3,wood,wood
1308,"Small hardwood plank drop on dirt, forceful with rock debris",new_clips2/1308.mp3,wood,hardwood
1309,"Wood strip drop on concrete, simple",new_clips2/1309.mp3,wood,wood
1310,"Small wooden strip drop on concrete, thin",new_clips2/1310.mp3,wood,wooden
1311,"Hardwood board drop on concrete, set down light",new_clips2/1311.mp3,wood,hardwood
1312,Hardwood board drop on dirt with a topple and dirt debris,new_clips2/1312.mp3,wood,hardwood
1313,Small wooden piece or bit drop on dirt with a topple,new_clips2/1313.mp3,wood,wooden
1314,"2 x 4 long wood board drop on dirt, heavy",new_clips2/1314.mp3,wood,wood
1315,"Small hardwood board drop on dirt, hard",new_clips2/1315.mp3,wood,hardwood
1316,"2 x 4 wood board drop on dirt, dull and simple",new_clips2/1316.mp3,wood,wood
1317,2 x 4 small wood board drop on dirt and spin away,new_clips2/1317.mp3,wood,wood
1318,"Wooden osb panel drop on concrete, abrupt",new_clips2/1318.mp3,wood,wooden
1319,"Small wood block drop on concrete, high",new_clips2/1319.mp3,wood,wood
1320,"Wooden osb panel drop on a wood pile, indifferent",new_clips2/1320.mp3,wood,wooden
1321,"Small plywood piece drop on concrete, hard and spin away",new_clips2/1321.mp3,wood,plywood
1322,"Hardwood rail drop, wood pieces",new_clips2/1322.mp3,wood,hardwood
1323,"Wood debris drop on dirt, light 1",new_clips2/1323.mp3,wood,wood
1324,"Wood debris drop on dirt with a trickle, sticks",new_clips2/1324.mp3,wood,wood
1325,Small piece of hardwood drop on concrete with a bounce,new_clips2/1325.mp3,trash,piece
1326,"Small wooden piece or bit drop on dirt, dull",new_clips2/1326.mp3,wood,wooden
1327,"Small hardwood board drop on dirt, hard and sudden with dirt debris",new_clips2/1327.mp3,wood,hardwood
1328,"Wood debris drop on concrete, thrust",new_clips2/1328.mp3,wood,wood
1329,"Wooden osb panel drop on dirt from a low height, topple",new_clips2/1329.mp3,wood,wooden
1330,"Small hardwood board drop on dirt, set and topple",new_clips2/1330.mp3,wood,hardwood
1331,"Plywood board drop on concrete, sudden",new_clips2/1331.mp3,wood,plywood
1332,"Small wooden piece or bit drop on dirt from a low height, toss",new_clips2/1332.mp3,wood,wooden
1333,Wooden osb panel drop on concrete on its edge and topple,new_clips2/1333.mp3,wood,wooden
1334,"Small wood block drop on concrete, forceful with a slam",new_clips2/1334.mp3,wood,wood
1335,Small wood block drop on concrete from a low height with a topple,new_clips2/1335.mp3,wood,wood
1336,Wood debris drop on concrete with a light trickle and some clumps,new_clips2/1336.mp3,wood,wood
1337,"Wood strip drop on concrete, abrupt",new_clips2/1337.mp3,wood,wood
1338,"Hardwood board drop on concrete, hollow, simple and high",new_clips2/1338.mp3,wood,hardwood
1339,"Small plywood piece drop on concrete, simple",new_clips2/1339.mp3,wood,plywood
1340,"Small wooden piece or bit drop on dirt, thump and spin away",new_clips2/1340.mp3,wood,wooden
1341,"Small hardwood board drop on dirt, set and topple, performed 1",new_clips2/1341.mp3,wood,hardwood
1342,"2 x 4 wood board drop on dirt, dull",new_clips2/1342.mp3,wood,wood
1343,"2 x 4 wood block drop on concrete, quick",new_clips2/1343.mp3,wood,wood
1344,"2 x 4 small wood board drop on dirt, dull with a topple",new_clips2/1344.mp3,wood,wood
1345,"Hardwood board drop on concrete, abrupt",new_clips2/1345.mp3,wood,hardwood
1346,"Wooden osb panel drop on dirt, deep and heavy with topple",new_clips2/1346.mp3,wood,wooden
1347,"2 x 4 wood board drop on dirt, heavy with dirt debris",new_clips2/1347.mp3,wood,wood
1348,"Small wooden piece or bit drop on dirt, abrupt and weak",new_clips2/1348.mp3,wood,wooden
1349,"Wooden osb panel drop on concrete, flat",new_clips2/1349.mp3,wood,wooden
1350,"Small wood block drop on concrete with a topple, hard",new_clips2/1350.mp3,wood,wood
1351,"Small wooden piece or bit drop on dirt, flat and dull",new_clips2/1351.mp3,wood,wooden
1352,"Hardwood rail drop on concrete, high",new_clips2/1352.mp3,wood,hardwood
1353,"Small wooden piece or bit drop on dirt, simple",new_clips2/1353.mp3,wood,wooden
1354,"Wooden osb panel drop on dirt, sudden",new_clips2/1354.mp3,wood,wooden
1355,"Wooden osb panel drop on dirt at an angle, abrupt with dirt debris",new_clips2/1355.mp3,wood,wooden
1356,"Wooden osb panel drop on a wood pile, rough",new_clips2/1356.mp3,wood,wooden
1357,"2 x 4 long wood board drop on dirt, end first, lean then topple",new_clips2/1357.mp3,wood,wood
1358,"Small piece of hardwood drop on concrete, hard",new_clips2/1358.mp3,trash,piece
1359,"Wooden osb panel drop wood pile, casual toss",new_clips2/1359.mp3,wood,wooden
1360,Small hardwood plank drop on dirt with a topple,new_clips2/1360.mp3,wood,hardwood
1361,Piece of hardwood plank drop on dirt from a low height,new_clips2/1361.mp3,trash,piece
1362,"Small plywood piece drop on concrete, boring",new_clips2/1362.mp3,wood,plywood
1363,5 Wood strips drop on concrete and scatter,new_clips2/1363.mp3,wood,wood
1364,"Wooden osb panel drop on concrete, damaged",new_clips2/1364.mp3,wood,wooden
1365,"Small plywood board drop on dirt, misfire",new_clips2/1365.mp3,wood,plywood
1366,"20 gauge sheet metal dropping on concrete, set down",new_clips2/1366.mp3,trash,sheet
1367,"Metal hardware debris dropping on concrete, tiny",new_clips2/1367.mp3,metal,metal
1368,Iron bar dropping on dirt from a low height,new_clips2/1368.mp3,trash,iron
1369,Thin metal strip dropping on concrete with a buzz,new_clips2/1369.mp3,metal,metal
1370,"Metal sheet metal shavings debris dropping on dirt, musical",new_clips2/1370.mp3,trash,sheet
1371,"Large solid metal disc scraping on concrete, slow",new_clips2/1371.mp3,metal,metal
1372,"Thick metal sheet dropping on dirt, hard and harsh",new_clips2/1372.mp3,metal,metal
1373,"Metal rebar small dropping on dirt, light",new_clips2/1373.mp3,metal,metal
1374,Thin metal pipe dropping on concrete from a low height,new_clips2/1374.mp3,metal,metal
1375,Heavy metal pipe dropping on dirt with a topple,new_clips2/1375.mp3,metal,metal
1376,2 inch metal pipe setting down on concrete,new_clips2/1376.mp3,metal,metal
1377,"Metal sheet metal shavings debris dropping on concrete, weak",new_clips2/1377.mp3,trash,sheet
1378,"Metal checker plate dropping on dirt, abrupt",new_clips2/1378.mp3,metal,metal
1379,"Metal 1 2 inch x 1 2 inch angle iron dropping on concrete from a low height, just inches",new_clips2/1379.mp3,metal,metal
1380,"Metal checker plate dropping on dirt, dull",new_clips2/1380.mp3,metal,metal
1381,"20 gauge sheet metal dropping on concrete, abrupt",new_clips2/1381.mp3,trash,sheet
1382,"Metal debris dump on concrete, slow",new_clips2/1382.mp3,metal,metal
1383,"Solid metal strip dropping on dirt, simple",new_clips2/1383.mp3,metal,metal
1384,"Metal angle rail edging dropping on concrete, hard",new_clips2/1384.mp3,metal,metal
1385,Metal rebar dropping on concrete from a low height 1,new_clips2/1385.mp3,metal,metal
1386,Solid metal strip dropping on dirt and dig in with a tick,new_clips2/1386.mp3,metal,metal
1387,Metal rebar dropping on concrete from a low height 2,new_clips2/1387.mp3,metal,metal
1388,Metal rebar dropping on concrete from a low height 3,new_clips2/1388.mp3,metal,metal
1389,Metal angle rail edging dropping on concrete from a low height with a ring,new_clips2/1389.mp3,metal,metal
1390,Solid metal strip dropping on dirt on its edge with a topple,new_clips2/1390.mp3,metal,metal
1391,"Heavy metal angle iron dropping on dirt and dig in, light 1",new_clips2/1391.mp3,metal,metal
1392,Metal rebar small dropping on dirt topple,new_clips2/1392.mp3,metal,metal
1393,Metal checker plate dropping on concrete from a low height,new_clips2/1393.mp3,metal,metal
1394,Metal sheet piece dropping on concrete,new_clips2/1394.mp3,trash,sheet
1395,Heavy metal pipe dropping on dirt with a soft thud,new_clips2/1395.mp3,metal,metal
1396,"Medium 20 gauge sheet metal dropping on dirt and concrete, complex",new_clips2/1396.mp3,trash,sheet
1397,Metal rebar small dropping on concrete from a low height 2,new_clips2/1397.mp3,metal,metal
1398,"Metal sheet metal shavings debris dropping on dirt and metal, fast",new_clips2/1398.mp3,trash,sheet
1399,Large metal angle iron picking up from concrete and setting down,new_clips2/1399.mp3,metal,metal
1400,"Metal angle rail edging dropping on concrete, forceful",new_clips2/1400.mp3,metal,metal
1401,Metal checker plate dropping on concrete,new_clips2/1401.mp3,metal,metal
1402,"Metal checker plate dropping on dirt, dull and complex",new_clips2/1402.mp3,metal,metal
1403,Metal hardware debris dropping on concrete with a trickle,new_clips2/1403.mp3,metal,metal
1404,Square metal tubing dropping on concrete with a bounce and settle,new_clips2/1404.mp3,metal,metal
1405,"Metal sheet metal shavings debris dropping on concrete, strong in a clump",new_clips2/1405.mp3,trash,sheet
1406,Thick metal sheet dropping on dirt with a thump,new_clips2/1406.mp3,metal,metal
1407,20 gauge sheet metal dropping on concrete on edge with bow and flap,new_clips2/1407.mp3,trash,sheet
1408,"Large solid metal disc spin on concrete, accelerate",new_clips2/1408.mp3,metal,metal
1409,"20 gauge sheet metal dropping on concrete, violent",new_clips2/1409.mp3,trash,sheet
1410,Medium 20 gauge sheet metal dropping on dirt with a flap,new_clips2/1410.mp3,trash,sheet
1411,"Metal rebar small dropping on concrete from a low height, just inches",new_clips2/1411.mp3,metal,metal
1412,Heavy metal angle iron dropping on dirt on its edge and fall,new_clips2/1412.mp3,metal,metal
1413,"Heavy metal angle iron dropping on dirt and dig in, light 2",new_clips2/1413.mp3,metal,metal
1414,Large metal angle iron dropping on concrete with a hard topple,new_clips2/1414.mp3,metal,metal
1415,Thick metal sheet dropping on dirt hard with dirt debris,new_clips2/1415.mp3,metal,metal
1416,"Metal debris dump on dirt, slow",new_clips2/1416.mp3,metal,metal
1417,Large solid metal disc dropping on concrete,new_clips2/1417.mp3,metal,metal
1418,Metal sheet metal shavings debris dropping on dirt and metal,new_clips2/1418.mp3,trash,sheet
1419,"Thin metal pipe dropping on concrete, hard with a bounce",new_clips2/1419.mp3,metal,metal
1420,"Metal rebar dropping on concrete, messy and roll away",new_clips2/1420.mp3,metal,metal
1421,"Metal rebar dropping on dirt, firm",new_clips2/1421.mp3,metal,metal
1422,Heavy metal pipe dropping on dirt with weight,new_clips2/1422.mp3,metal,metal
1423,"Metal rebar small dropping on dirt, solid",new_clips2/1423.mp3,metal,metal
1424,"Small metal pipe dropping on dirt and concrete, clumsy",new_clips2/1424.mp3,metal,metal
1425,Heavy metal pipe dropping on dirt with a soft topple,new_clips2/1425.mp3,metal,metal
1426,Thick metal sheet dropping on dirt and shift,new_clips2/1426.mp3,metal,metal
1427,Medium 20 gauge sheet metal dropping on dirt on its edge with a light topple,new_clips2/1427.mp3,trash,sheet
1428,Medium 20 gauge sheet metal dropping on dirt with a topple,new_clips2/1428.mp3,trash,sheet
1429,Metal angle iron small dropping on concrete with a bounce,new_clips2/1429.mp3,metal,metal
1430,"Metal angle rail edging dropping on dirt, abrupt",new_clips2/1430.mp3,metal,metal
1431,Iron bar dropping on dirt and concrete with a hard clang,new_clips2/1431.mp3,trash,iron
1432,Metal angle rail edging dropping on concrete with a clang,new_clips2/1432.mp3,metal,metal
1433,"Metal disc dropping on concrete, set down",new_clips2/1433.mp3,metal,metal
1434,20 gauge sheet metal dropping on concrete and hitting with wobble then drop,new_clips2/1434.mp3,trash,sheet
1435,Metal angle rail edging dropping on dirt with a dull thud,new_clips2/1435.mp3,metal,metal
1436,Large solid metal disc dropping on concrete hard with a spin,new_clips2/1436.mp3,metal,metal
1437,Metal angle rail edging dropping on concrete from a low height,new_clips2/1437.mp3,metal,metal
1438,Metal checker plate dropping on dirt on its edge with a light topple,new_clips2/1438.mp3,metal,metal
1439,Small solid metal tube dropping on concrete with a ring,new_clips2/1439.mp3,metal,metal
1440,Metal rebar dropping on concrete hard with a bounce,new_clips2/1440.mp3,metal,metal
1441,Heavy metal pipe dropping on dirt and concrete with a bounce,new_clips2/1441.mp3,metal,metal
1442,Metal angle rail edging dropping on concrete with a topple,new_clips2/1442.mp3,metal,metal
1443,Solid metal strip dropping on dirt with a thud,new_clips2/1443.mp3,metal,metal
1444,Square metal tubing dropping on concrete and metal from a low height,new_clips2/1444.mp3,metal,metal
1445,"Heavy metal pipe dropping on dirt, on its edge or end, digging in",new_clips2/1445.mp3,metal,metal
1446,"Metal sheet metal shavings debris dropping on concrete from a low height, musical",new_clips2/1446.mp3,trash,sheet
1447,"Metal hardware debris dropping on concrete, ringy",new_clips2/1447.mp3,metal,metal
1448,Square metal tubing scraping on concrete,new_clips2/1448.mp3,metal,metal
1449,Metal angle iron small dropping on concrete with a topple,new_clips2/1449.mp3,metal,metal
1450,Metal rail edging dropping on dirt with a clang,new_clips2/1450.mp3,metal,metal
1451,"Metal hardware debris dropping on dirt and metal, abrupt",new_clips2/1451.mp3,metal,metal
1452,"Large metal angle iron dropping on concrete, setting down, slow",new_clips2/1452.mp3,metal,metal
1453,"Thick metal sheet dropping on dirt, abrupt",new_clips2/1453.mp3,metal,metal
1454,"20 gauge sheet metal dropping on concrete on its edge, topple, light",new_clips2/1454.mp3,trash,sheet
1455,"Metal 1 2 inch x 1 2 inch angle iron dropping on concrete, harsh",new_clips2/1455.mp3,metal,metal
1456,"Heavy metal pipe dropping on dirt, simple",new_clips2/1456.mp3,metal,metal
1457,2 inch metal pipe dropping on concrete from a low height,new_clips2/1457.mp3,metal,metal
1458,Solid metal strip dropping on dirt with dirt debris,new_clips2/1458.mp3,metal,metal
1459,"2 inch metal pipe dropping on concrete, topple",new_clips2/1459.mp3,metal,metal
1460,"Metal angle rail edging dropping on concrete, strong",new_clips2/1460.mp3,metal,metal
1461,"Small metal pipe dropping on dirt, hard with dirt debris",new_clips2/1461.mp3,metal,metal
1462,"Solid metal strip dropping on dirt, simple and hard",new_clips2/1462.mp3,metal,metal
1463,"Metal debris dump on concrete, abrupt",new_clips2/1463.mp3,metal,metal
1464,"Metal rebar dropping on dirt, heavy with dirt debris",new_clips2/1464.mp3,metal,metal
1465,"20 gauge sheet metal dropping on concrete, flat and swat",new_clips2/1465.mp3,trash,sheet
1466,Metal rebar dropping on dirt with a clang and dirt debris,new_clips2/1466.mp3,metal,metal
1467,"Metal sheet metal shavings debris dropping on dirt and metal, random",new_clips2/1467.mp3,trash,sheet
1468,"Metal sheet metal shavings debris dropping on dirt, forceful",new_clips2/1468.mp3,trash,sheet
1469,Metal 1 2 inch x 1 2 inch angle iron dropping on concrete from a low height,new_clips2/1469.mp3,metal,metal
1470,"Metal checker plate dropping on concrete from a low height, reckless",new_clips2/1470.mp3,metal,metal
1471,Metal piece dropping on concrete with a ring,new_clips2/1471.mp3,metal,metal
1472,Metal angle iron small dropping on concrete with a hard smack,new_clips2/1472.mp3,metal,metal
1473,Metal 1 2 inch x 1 2 inch angle iron dropping on concrete with a topple,new_clips2/1473.mp3,metal,metal
1474,Thin metal strip dropping on concrete and bounce with a buzz,new_clips2/1474.mp3,metal,metal
1475,"Metal debris dropping on dirt, basic",new_clips2/1475.mp3,metal,metal
1476,"Metal sheet metal shavings debris dropping on dirt, complex",new_clips2/1476.mp3,trash,sheet
1477,"Metal checker plate dropping on dirt, flat",new_clips2/1477.mp3,metal,metal
1478,Thick metal sheet dropping on dirt and buffet,new_clips2/1478.mp3,metal,metal
1479,"Large solid metal disc dropping on concrete with a clatter, abrupt",new_clips2/1479.mp3,metal,metal
1480,"Metal checker plate picking up from concrete, setting down gentle",new_clips2/1480.mp3,metal,metal
1481,"Square metal tubing scraping on concrete, constant and light",new_clips2/1481.mp3,metal,metal
1482,Square metal tubing dropping on concrete from a low height,new_clips2/1482.mp3,metal,metal
1483,"Heavy metal pipe dropping on dirt, solid",new_clips2/1483.mp3,metal,metal
1484,Heavy metal pipe dropping on dirt with a thud,new_clips2/1484.mp3,metal,metal
1485,"Metal sheet metal shavings debris dropping on concrete, musical and chime-like",new_clips2/1485.mp3,trash,sheet
1486,"2 inch metal pipe dropping on concrete from a low height, hard",new_clips2/1486.mp3,metal,metal
1487,"Thin metal pipe dropping on concrete, forceful",new_clips2/1487.mp3,metal,metal
1488,Large metal angle iron picking up from concrete,new_clips2/1488.mp3,metal,metal
1489,"20 gauge sheet metal dropping on dirt, forceful, with dirt debris",new_clips2/1489.mp3,trash,sheet
1490,Metal angle iron small dropping on concrete from a low height,new_clips2/1490.mp3,metal,metal
1491,"20 gauge sheet metal dropping on concrete from a low height, loose",new_clips2/1491.mp3,trash,sheet
1492,Metal rebar dropping on dirt with a thud,new_clips2/1492.mp3,metal,metal
1493,"Metal rebar dropping on dirt, heavy",new_clips2/1493.mp3,metal,metal
1494,"Iron bar dropping on dirt, complex",new_clips2/1494.mp3,trash,iron
1495,Metal rebar dropping on dirt with a ring,new_clips2/1495.mp3,metal,metal
1496,"Metal hardware debris dropping on concrete, bulky",new_clips2/1496.mp3,metal,metal
1497,"Large solid metal disc dropping on concrete, huge",new_clips2/1497.mp3,metal,metal
1498,"Metal 1 2 inch x 1 2 inch angle iron dropping on concrete from a low height, complex",new_clips2/1498.mp3,metal,metal
1499,Metal 1 2 inch x 1 2 inch angle iron dropping on concrete with a clatter,new_clips2/1499.mp3,metal,metal
1500,"Medium 20 gauge sheet metal dropping on dirt, complex with dirt debris",new_clips2/1500.mp3,trash,sheet
1501,"Medium 20 gauge sheet metal dropping on dirt, dull",new_clips2/1501.mp3,trash,sheet
1502,Metal rebar dropping on concrete hard with a bounce,new_clips2/1502.mp3,metal,metal
1503,Metal angle rail edging dropping on dirt on its edge with a topple,new_clips2/1503.mp3,metal,metal
1504,"Metal checker plate dropping on dirt, dump and thud",new_clips2/1504.mp3,metal,metal
1505,"Thick metal sheet dropping on dirt, dig into dirt debris",new_clips2/1505.mp3,metal,metal
1506,Metal rebar small dropping on concrete from a low height 1,new_clips2/1506.mp3,metal,metal
1507,"20 gauge sheet metal dropping on concrete and hitting with a wobble and topple, complex",new_clips2/1507.mp3,trash,sheet
1508,2 inch metal pipe dropping on concrete from a low height with a bounce,new_clips2/1508.mp3,metal,metal
1509,Medium 20 gauge sheet metal dropping on dirt with a smack,new_clips2/1509.mp3,trash,sheet
1510,"Metal hardware debris dropping on dirt, clumpy and fast",new_clips2/1510.mp3,metal,metal
1511,Thin metal pipe dropping on concrete,new_clips2/1511.mp3,metal,metal
1512,Heavy metal angle iron dropping on dirt and topple with dirt debris,new_clips2/1512.mp3,metal,metal
1513,"Metal checker plate picking up from concrete, setting down, quiet",new_clips2/1513.mp3,metal,metal
1514,"Metal hardware debris dropping on concrete, light",new_clips2/1514.mp3,metal,metal
1515,"Small metal pipe dropping on dirt and topple, simple",new_clips2/1515.mp3,metal,metal
1516,"Square metal tubing scraping on concrete, dull",new_clips2/1516.mp3,metal,metal
1517,Small metal pipe dropping on dirt from a low height,new_clips2/1517.mp3,metal,metal
1518,Metal piece dropping on concrete with a bounce,new_clips2/1518.mp3,metal,metal
1519,Metal angle rail edging dropping on dirt with dirt debris,new_clips2/1519.mp3,metal,metal
1520,"Iron bar dropping on dirt, hard, dig into dirt debris",new_clips2/1520.mp3,trash,iron
1521,Large metal angle iron picking up from concrete and setting down,new_clips2/1521.mp3,metal,metal
1522,"Metal sheet metal shavings debris dropping on concrete, abrupt and strong",new_clips2/1522.mp3,trash,sheet
1523,"20 gauge sheet metal dropping on dirt, hard",new_clips2/1523.mp3,trash,sheet
1524,"Metal rebar dropping on dirt, simple",new_clips2/1524.mp3,metal,metal
1525,"20 gauge sheet metal dropping on concrete, flat and swat",new_clips2/1525.mp3,trash,sheet
1526,"Square metal tubing dropping on concrete, simple",new_clips2/1526.mp3,metal,metal
1527,Small metal pipe dropping on dirt with a clang,new_clips2/1527.mp3,metal,metal
1528,"Metal rebar dropping on concrete from a low height, light",new_clips2/1528.mp3,metal,metal
1529,"Medium 20 gauge sheet metal dropping on dirt on its edge, hard topple",new_clips2/1529.mp3,trash,sheet
1530,"Small solid metal tube dropping on concrete, simple",new_clips2/1530.mp3,metal,metal
1531,"Metal piece dropping on dirt, solid",new_clips2/1531.mp3,metal,metal
1532,Solid metal strip dropping on dirt and dig in,new_clips2/1532.mp3,metal,metal
1533,Heavy metal angle iron dropping on dirt with a thud,new_clips2/1533.mp3,metal,metal
1534,Square metal tubing dropping on concrete with a bounce,new_clips2/1534.mp3,metal,metal
1535,"2 inch metal pipe dropping on concrete, topple, slow",new_clips2/1535.mp3,metal,metal
1536,"Heavy metal angle iron dropping on dirt, solid",new_clips2/1536.mp3,metal,metal
1537,"Heavy metal pipe dropping on dirt and cement, hard with ambient rattling",new_clips2/1537.mp3,metal,metal
1538,Solid metal strip dropping on dirt with a bounce,new_clips2/1538.mp3,metal,metal
1539,Medium 20 gauge sheet metal dropping on dirt with a hard crash,new_clips2/1539.mp3,trash,sheet
1540,"Metal hardware debris dropping on dirt and metal, sudden",new_clips2/1540.mp3,metal,metal
1541,Metal checker plate dropping on concrete with a bounce and a topple,new_clips2/1541.mp3,metal,metal
1542,Large metal angle iron dropping on concrete from a low height,new_clips2/1542.mp3,metal,metal
1543,"Metal angle rail edging dropping on dirt, hard",new_clips2/1543.mp3,metal,metal
1544,"Metal sheet metal shavings debris dropping on concrete, sloppy",new_clips2/1544.mp3,trash,sheet
1545,20 gauge sheet metal dropping on dirt with a flap,new_clips2/1545.mp3,trash,sheet
1546,"Large metal angle iron dropping on concrete, set down",new_clips2/1546.mp3,metal,metal
1547,Iron bar dropping on dirt with a topple,new_clips2/1547.mp3,trash,iron
1548,"Glass debris dropping on glass debris, trickle, fine to dump",new_clips2/1548.mp3,glass,glass
1549,"Glass debris dropping on glass debris, shard x2",new_clips2/1549.mp3,glass,glass
1550,"Glass debris dropping on glass debris, tiny",new_clips2/1550.mp3,glass,glass
1551,"Glass debris dropping on glass debris with a trickle, medium fine",new_clips2/1551.mp3,glass,glass
1552,"Glass debris dropping on glass debris, tiny",new_clips2/1552.mp3,glass,glass
1553,"Glass debris dropping on glass debris, a single fine shard",new_clips2/1553.mp3,glass,glass
1554,"Cinder block dropping on glass debris, pound",new_clips2/1554.mp3,trash,cinder
1555,"Glass debris dropping on glass debris with a trickle, sporadic and thick",new_clips2/1555.mp3,glass,glass
1556,"Cinder block dropping on glass debris, huge",new_clips2/1556.mp3,trash,cinder
1557,"Glass debris dropping on glass debris, tiny and abrupt",new_clips2/1557.mp3,glass,glass
1558,"Glass debris dropping on glass debris, trickle",new_clips2/1558.mp3,glass,glass
1559,"Glass debris dropping on glass debris with a trickle, thick",new_clips2/1559.mp3,glass,glass
1560,Cinder block dropping on glass debris with a thump,new_clips2/1560.mp3,trash,cinder
1561,"Glass debris dropping on glass debris, a single small shard",new_clips2/1561.mp3,glass,glass
1562,"Glass debris dropping on glass debris, trickle long and lumpy",new_clips2/1562.mp3,glass,glass
1563,Glass debris dropping on glass debris,new_clips2/1563.mp3,glass,glass
1564,"Glass debris dropping on glass debris, single shard",new_clips2/1564.mp3,glass,glass
1565,"Glass debris dropping on glass debris with a trickle, musical",new_clips2/1565.mp3,glass,glass
1566,"Glass debris dropping on glass debris, hard and short",new_clips2/1566.mp3,glass,glass
