,Description,clips,category,clip_arrays
1333,Wooden osb panel drop on concrete on its edge and topple,new_clips2/1333.mp3,metal,"[ 0.0008924  -0.00185416 -0.00224689 ... -0.00534985 -0.00111444
  0.00230482]"
1334,"Small wood block drop on concrete, forceful with a slam",new_clips2/1334.mp3,wood,"[-0.0045107  -0.00984632 -0.00203542 ... -0.00101873 -0.00449327
 -0.00609897]"
1335,Small wood block drop on concrete from a low height with a topple,new_clips2/1335.mp3,wood,"[-0.00152041  0.0294789   0.0348639  ... -0.0408715  -0.03036683
 -0.00524496]"
1336,Wood debris drop on concrete with a light trickle and some clumps,new_clips2/1336.mp3,wood,"[ 2.47082007e-05 -5.18388697e-04  8.27415206e-04 ... -2.49333360e-04
 -3.80349607e-04 -1.04315404e-04]"
1337,"Wood strip drop on concrete, abrupt",new_clips2/1337.mp3,wood,"[ 0.00704167  0.01292071 -0.00327522 ... -0.01904731 -0.01818036
  0.00953025]"
1338,"Hardwood board drop on concrete, hollow, simple and high",new_clips2/1338.mp3,wood,"[-0.06471929 -0.14457911 -0.20466377 ... -0.04568424 -0.10139513
 -0.13472825]"
1339,"Small plywood piece drop on concrete, simple",new_clips2/1339.mp3,wood,"[-0.00680278 -0.0257173  -0.00833167 ... -0.0135766  -0.00252739
  0.01311879]"
1340,"Small wooden piece or bit drop on dirt, thump and spin away",new_clips2/1340.mp3,wood,"[-0.00097769 -0.00514414 -0.00276591 ...  0.00344515  0.00240965
  0.00231752]"
1341,"Small hardwood board drop on dirt, set and topple, performed 1",new_clips2/1341.mp3,wood,"[ 0.00333052  0.0140478   0.0213566  ... -0.00333668  0.00189393
  0.00805016]"
1342,"2 x 4 wood board drop on dirt, dull",new_clips2/1342.mp3,wood,"[-0.00300017 -0.01512033  0.00067911 ...  0.06074778  0.03713227
  0.01805595]"
1343,"2 x 4 wood block drop on concrete, quick",new_clips2/1343.mp3,wood,"[ 0.01348701 -0.01544919 -0.03054098 ...  0.01680671  0.02374916
  0.03411331]"
1344,"2 x 4 small wood board drop on dirt, dull with a topple",new_clips2/1344.mp3,wood,[0.00296244 0.00734353 0.00892651 ... 0.00462446 0.00519678 0.00640285]
1345,"Hardwood board drop on concrete, abrupt",new_clips2/1345.mp3,wood,"[ 0.0399535  -0.05154776  0.00983701 ... -0.00271384  0.04559914
  0.07346   ]"
1346,"Wooden osb panel drop on dirt, deep and heavy with topple",new_clips2/1346.mp3,metal,"[-0.00087175  0.00714439  0.01939717 ... -0.00737166 -0.00707569
 -0.00743413]"
1347,"2 x 4 wood board drop on dirt, heavy with dirt debris",new_clips2/1347.mp3,wood,[0.02808159 0.07448762 0.0812868  ... 0.03090058 0.02828004 0.0295287 ]
1348,"Small wooden piece or bit drop on dirt, abrupt and weak",new_clips2/1348.mp3,wood,"[ 3.5959121e-05 -4.9477755e-03 -2.3615672e-03 ... -8.3836522e-03
 -2.8010851e-05  6.4239418e-03]"
1349,"Wooden osb panel drop on concrete, flat",new_clips2/1349.mp3,metal,"[-0.00313845 -0.00790153 -0.00660508 ... -0.01014865 -0.01007235
 -0.00761695]"
1350,"Small wood block drop on concrete with a topple, hard",new_clips2/1350.mp3,wood,"[-0.00183404 -0.00643476 -0.00129444 ...  0.00495425 -0.00170315
 -0.0065357 ]"
1351,"Small wooden piece or bit drop on dirt, flat and dull",new_clips2/1351.mp3,wood,"[-0.01246553 -0.01483443 -0.00806078 ...  0.01850649  0.02235318
  0.02416311]"
1352,"Hardwood rail drop on concrete, high",new_clips2/1352.mp3,wood,"[-0.00070685  0.01756764  0.00760721 ... -0.00438502 -0.00402104
 -0.01438868]"
1353,"Small wooden piece or bit drop on dirt, simple",new_clips2/1353.mp3,wood,"[-0.00013672 -0.01085763 -0.01050314 ...  0.00279791  0.00244542
  0.00254777]"
1354,"Wooden osb panel drop on dirt, sudden",new_clips2/1354.mp3,metal,"[ 0.00032024 -0.00349368  0.00061457 ...  0.00266671  0.00225379
 -0.001187  ]"
1355,"Wooden osb panel drop on dirt at an angle, abrupt with dirt debris",new_clips2/1355.mp3,metal,"[ 0.00103588 -0.00837666  0.00422472 ... -0.01972148 -0.01588796
 -0.01355035]"
1356,"Wooden osb panel drop on a wood pile, rough",new_clips2/1356.mp3,metal,"[-0.01597993 -0.11043869 -0.01895331 ...  0.16132227  0.14735621
  0.18247215]"
1357,"2 x 4 long wood board drop on dirt, end first, lean then topple",new_clips2/1357.mp3,wood,"[ 0.01270357  0.02077677  0.01936734 ... -0.02107944 -0.01970244
 -0.01940076]"
1358,"Small piece of hardwood drop on concrete, hard",new_clips2/1358.mp3,wood,"[ 0.00847484 -0.0154124  -0.03046485 ... -0.02333128 -0.02257265
 -0.02264801]"
1359,"Wooden osb panel drop wood pile, casual toss",new_clips2/1359.mp3,metal,"[-0.00039367  0.00232408  0.00300268 ...  0.00372626  0.00344444
  0.00314096]"
1360,Small hardwood plank drop on dirt with a topple,new_clips2/1360.mp3,wood,[0.0020068  0.00725619 0.01986493 ... 0.00524639 0.0070136  0.00707364]
1361,Piece of hardwood plank drop on dirt from a low height,new_clips2/1361.mp3,wood,"[-0.00572419  0.00701526  0.01023274 ... -0.01010844 -0.01430948
 -0.01492425]"
1362,"Small plywood piece drop on concrete, boring",new_clips2/1362.mp3,wood,[0.00842102 0.01993708 0.03335707 ... 0.00501475 0.05816307 0.02126663]
1363,5 Wood strips drop on concrete and scatter,new_clips2/1363.mp3,wood,"[-0.00013098  0.00592597 -0.00912656 ...  0.0086821   0.00418718
 -0.00096589]"
1364,"Wooden osb panel drop on concrete, damaged",new_clips2/1364.mp3,metal,"[-0.00224553  0.00754434  0.00048577 ...  0.00252186 -0.000812
 -0.00945444]"
1365,"Small plywood board drop on dirt, misfire",new_clips2/1365.mp3,wood,"[-0.008916   -0.03351034 -0.04442574 ... -0.02748641 -0.02154135
  0.02187107]"
1366,"20 gauge sheet metal dropping on concrete, set down",new_clips2/1366.mp3,metal,"[ 0.00177523  0.02211327 -0.00528961 ...  0.00519038  0.00239696
 -0.00909869]"
1367,"Metal hardware debris dropping on concrete, tiny",new_clips2/1367.mp3,metal,"[-0.00358588 -0.00430784 -0.00613722 ... -0.0070617  -0.00811956
 -0.00698905]"
1368,Iron bar dropping on dirt from a low height,new_clips2/1368.mp3,trash,"[-0.0009184  -0.0393968  -0.02148719 ... -0.00433309 -0.00955748
 -0.01114698]"
1369,Thin metal strip dropping on concrete with a buzz,new_clips2/1369.mp3,metal,"[ 0.00088859 -0.00299233  0.00209554 ...  0.00162333  0.00469753
 -0.00257656]"
1370,"Metal sheet metal shavings debris dropping on dirt, musical",new_clips2/1370.mp3,metal,"[ 0.01926235  0.03627745  0.02206601 ...  0.04402487 -0.00439518
  0.00590441]"
1371,"Large solid metal disc scraping on concrete, slow",new_clips2/1371.mp3,metal,"[ 0.01309726  0.04200267  0.02254639 ... -0.04137833 -0.04142275
 -0.04337149]"
1372,"Thick metal sheet dropping on dirt, hard and harsh",new_clips2/1372.mp3,metal,"[-2.1432878e-03 -3.8500556e-03 -2.1521689e-03 ...  4.6444140e-05
  3.6116589e-03  4.9957158e-03]"
1373,"Metal rebar small dropping on dirt, light",new_clips2/1373.mp3,metal,"[-0.01243805  0.07042829 -0.09553823 ... -0.06545514 -0.11391391
  0.06430642]"
1374,Thin metal pipe dropping on concrete from a low height,new_clips2/1374.mp3,metal,"[-0.00031817  0.01305037 -0.00244986 ... -0.01387929 -0.05744113
 -0.0090225 ]"
1375,Heavy metal pipe dropping on dirt with a topple,new_clips2/1375.mp3,metal,"[-0.00014156  0.00033914 -0.0018078  ...  0.00150174  0.00014121
 -0.00121103]"
1376,2 inch metal pipe setting down on concrete,new_clips2/1376.mp3,metal,"[ 0.00359093  0.00192371 -0.02991758 ...  0.03727156 -0.05705838
  0.01699614]"
1377,"Metal sheet metal shavings debris dropping on concrete, weak",new_clips2/1377.mp3,metal,"[-0.01769928 -0.01467747 -0.01879869 ...  0.03527383  0.02790601
  0.02427511]"
1378,"Metal checker plate dropping on dirt, abrupt",new_clips2/1378.mp3,metal,"[ 0.01132172 -0.02948466 -0.00272858 ... -0.00909766 -0.01121824
  0.00833999]"
1379,"Metal 1 2 inch x 1 2 inch angle iron dropping on concrete from a low height, just inches",new_clips2/1379.mp3,metal,"[-0.00251885 -0.01648157 -0.02989472 ...  0.01984835  0.01982119
  0.01721733]"
1380,"Metal checker plate dropping on dirt, dull",new_clips2/1380.mp3,metal,"[-0.02588364 -0.02895185  0.0137894  ...  0.0019949   0.00864664
  0.0318421 ]"
1381,"20 gauge sheet metal dropping on concrete, abrupt",new_clips2/1381.mp3,metal,"[-0.04076919 -0.02457731  0.05000865 ...  0.11114199  0.13561788
 -0.02505908]"
1382,"Metal debris dump on concrete, slow",new_clips2/1382.mp3,metal,"[-0.00047852 -0.00600135 -0.01006866 ...  0.00202562  0.00126213
  0.00122476]"
1383,"Solid metal strip dropping on dirt, simple",new_clips2/1383.mp3,metal,"[ 0.0471428   0.18688866  0.08749789 ...  0.04200844 -0.00635731
  0.01354843]"
1384,"Metal angle rail edging dropping on concrete, hard",new_clips2/1384.mp3,metal,"[-0.00483565 -0.01770671 -0.01025727 ... -0.01035092 -0.00339678
  0.01753615]"
1385,Metal rebar dropping on concrete from a low height 1,new_clips2/1385.mp3,metal,"[ 0.00031018 -0.00174342 -0.001194   ... -0.00076622  0.00146075
  0.00154868]"
1386,Solid metal strip dropping on dirt and dig in with a tick,new_clips2/1386.mp3,metal,"[ 0.0444586  -0.03687962 -0.13871595 ...  0.00126014  0.07228516
 -0.00682972]"
1387,Metal rebar dropping on concrete from a low height 2,new_clips2/1387.mp3,metal,"[-0.04135578 -0.08568907  0.04580016 ... -0.01615755  0.02121639
  0.02263842]"
1388,Metal rebar dropping on concrete from a low height 3,new_clips2/1388.mp3,metal,"[-0.01685909  0.10937011  0.13879143 ...  0.01720261  0.03581627
  0.00928607]"
1389,Metal angle rail edging dropping on concrete from a low height with a ring,new_clips2/1389.mp3,metal,"[-0.00136703  0.00723097  0.005915   ...  0.0016685   0.00387326
  0.00323236]"
1390,Solid metal strip dropping on dirt on its edge with a topple,new_clips2/1390.mp3,metal,"[-0.00069848 -0.00080193 -0.00111583 ... -0.00193165 -0.00214846
 -0.00144297]"
1391,"Heavy metal angle iron dropping on dirt and dig in, light 1",new_clips2/1391.mp3,metal,"[ 0.00106216 -0.01586009 -0.0202504  ...  0.00159008  0.00152217
  0.00157773]"
1392,Metal rebar small dropping on dirt topple,new_clips2/1392.mp3,metal,"[ 0.00256568  0.01086991 -0.05347464 ... -0.00479662  0.02064595
  0.01712249]"
1393,Metal checker plate dropping on concrete from a low height,new_clips2/1393.mp3,metal,"[-0.0550992  -0.12618637 -0.12917916 ...  0.1878065   0.18522733
  0.13216576]"
1394,Metal sheet piece dropping on concrete,new_clips2/1394.mp3,metal,"[-0.00243118 -0.00771655  0.01356231 ...  0.00632377  0.0120896
 -0.00369685]"
1395,Heavy metal pipe dropping on dirt with a soft thud,new_clips2/1395.mp3,metal,[0.01823685 0.0189536  0.01907146 ... 0.03467492 0.03581167 0.03076618]
1396,"Medium 20 gauge sheet metal dropping on dirt and concrete, complex",new_clips2/1396.mp3,metal,"[ 0.00545009  0.02388415  0.03035089 ...  0.02798809  0.01022495
 -0.00273311]"
1397,Metal rebar small dropping on concrete from a low height 2,new_clips2/1397.mp3,metal,"[ 0.00050162 -0.0096341  -0.02135295 ...  0.00120346 -0.00400203
 -0.01418196]"
1398,"Metal sheet metal shavings debris dropping on dirt and metal, fast",new_clips2/1398.mp3,metal,"[ 0.00291102 -0.00568535 -0.00028232 ...  0.00354622 -0.00563677
 -0.00189315]"
1399,Large metal angle iron picking up from concrete and setting down,new_clips2/1399.mp3,metal,"[ 0.01025406  0.01868866  0.02926698 ... -0.01139777 -0.01373815
 -0.01404993]"
1400,"Metal angle rail edging dropping on concrete, forceful",new_clips2/1400.mp3,metal,"[-0.08035391 -0.15681861 -0.07119744 ... -0.0162558  -0.02014697
  0.06051442]"
1401,Metal checker plate dropping on concrete,new_clips2/1401.mp3,metal,"[ 0.01479648  0.06515134  0.04878763 ... -0.03035738 -0.03664748
 -0.03688242]"
1402,"Metal checker plate dropping on dirt, dull and complex",new_clips2/1402.mp3,metal,"[-0.00183385 -0.00977795 -0.00759522 ...  0.01306012  0.01065261
  0.00794084]"
1403,Metal hardware debris dropping on concrete with a trickle,new_clips2/1403.mp3,metal,"[ 0.00284486 -0.00431478  0.00408815 ... -0.00726151  0.002159
  0.00419673]"
1404,Square metal tubing dropping on concrete with a bounce and settle,new_clips2/1404.mp3,metal,[0.01559584 0.17461929 0.04900108 ... 0.09242543 0.08973501 0.05550076]
1405,"Metal sheet metal shavings debris dropping on concrete, strong in a clump",new_clips2/1405.mp3,metal,"[-0.00382955  0.02949226 -0.04624158 ... -0.01597582  0.02295537
 -0.0480973 ]"
1406,Thick metal sheet dropping on dirt with a thump,new_clips2/1406.mp3,metal,"[-0.01709688 -0.02862118 -0.03028328 ...  0.02191153  0.0198539
  0.01921431]"
1407,20 gauge sheet metal dropping on concrete on edge with bow and flap,new_clips2/1407.mp3,metal,"[-0.00748284 -0.01774866 -0.0271944  ... -0.0233322  -0.01921983
 -0.02326705]"
1408,"Large solid metal disc spin on concrete, accelerate",new_clips2/1408.mp3,metal,[0.22938901 0.2163058  0.17087007 ... 0.05669947 0.17302756 0.39715034]
1409,"20 gauge sheet metal dropping on concrete, violent",new_clips2/1409.mp3,metal,"[-0.00515987 -0.04166235 -0.01419184 ...  0.03735315  0.08176164
  0.03579564]"
1410,Medium 20 gauge sheet metal dropping on dirt with a flap,new_clips2/1410.mp3,metal,"[ 0.02984844  0.04630942  0.0565762  ... -0.07696558 -0.07761046
 -0.06061101]"
1411,"Metal rebar small dropping on concrete from a low height, just inches",new_clips2/1411.mp3,metal,"[-0.00323626 -0.0249669   0.00969741 ... -0.00930247  0.00957133
  0.02371444]"
1412,Heavy metal angle iron dropping on dirt on its edge and fall,new_clips2/1412.mp3,metal,"[-0.00015001 -0.00460554 -0.00824173 ...  0.00360665  0.00259731
  0.00244487]"
1413,"Heavy metal angle iron dropping on dirt and dig in, light 2",new_clips2/1413.mp3,metal,"[ 0.00162188  0.00080295 -0.00055218 ... -0.00319532 -0.00240119
 -0.00218977]"
1414,Large metal angle iron dropping on concrete with a hard topple,new_clips2/1414.mp3,metal,"[ 0.07981819  0.18014139  0.23156735 ... -0.07960633 -0.04004602
  0.03849455]"
1415,Thick metal sheet dropping on dirt hard with dirt debris,new_clips2/1415.mp3,metal,[0.04485285 0.05961667 0.03420035 ... 0.05548384 0.05435998 0.02622626]
1416,"Metal debris dump on dirt, slow",new_clips2/1416.mp3,metal,"[ 0.02892405  0.09390078 -0.10125858 ...  0.15223442  0.06707132
 -0.06922086]"
1417,Large solid metal disc dropping on concrete,new_clips2/1417.mp3,metal,"[ 0.01075897 -0.15604943  0.00092906 ...  0.0222793   0.33664575
  0.2651661 ]"
1418,Metal sheet metal shavings debris dropping on dirt and metal,new_clips2/1418.mp3,metal,"[-0.00898922  0.02130769 -0.02039669 ...  0.01011689 -0.01703214
 -0.01075757]"
1419,"Thin metal pipe dropping on concrete, hard with a bounce",new_clips2/1419.mp3,metal,"[-0.01082083  0.09450165  0.05653334 ... -0.06903307 -0.02785378
  0.04019081]"
1420,"Metal rebar dropping on concrete, messy and roll away",new_clips2/1420.mp3,metal,"[-0.00621973 -0.11868904  0.15697125 ...  0.02705291  0.05856573
 -0.02014221]"
1421,"Metal rebar dropping on dirt, firm",new_clips2/1421.mp3,metal,"[-0.00010852 -0.00445569  0.0001138  ...  0.00271032  0.00259358
  0.00253269]"
1422,Heavy metal pipe dropping on dirt with weight,new_clips2/1422.mp3,metal,"[-0.00423264 -0.00780436 -0.00557273 ... -0.0127021  -0.01760196
 -0.01571099]"
1423,"Metal rebar small dropping on dirt, solid",new_clips2/1423.mp3,metal,"[-0.00301403 -0.00346884  0.00334095 ...  0.00403637  0.00572093
  0.00499071]"
1424,"Small metal pipe dropping on dirt and concrete, clumsy",new_clips2/1424.mp3,metal,"[ 0.07850136  0.5053351  -0.02757235 ... -0.00909656  0.07840732
  0.14889999]"
1425,Heavy metal pipe dropping on dirt with a soft topple,new_clips2/1425.mp3,metal,"[-0.01113144 -0.01362212 -0.01300644 ...  0.02996677  0.02857523
  0.02255128]"
1426,Thick metal sheet dropping on dirt and shift,new_clips2/1426.mp3,metal,"[-0.02879363 -0.0290734  -0.01835384 ...  0.08117899  0.03595982
  0.04319592]"
1427,Medium 20 gauge sheet metal dropping on dirt on its edge with a light topple,new_clips2/1427.mp3,metal,"[-0.00035255  0.00059738  0.00100124 ...  0.00165581  0.00176076
  0.00098432]"
1428,Medium 20 gauge sheet metal dropping on dirt with a topple,new_clips2/1428.mp3,metal,"[ 0.00445727  0.00477739  0.01470893 ... -0.00877614 -0.01960613
 -0.01875195]"
1429,Metal angle iron small dropping on concrete with a bounce,new_clips2/1429.mp3,metal,"[ 8.1080897e-04  2.0858182e-03  5.1858868e-03 ... -9.1897331e-05
 -4.3421946e-03  1.1495529e-03]"
1430,"Metal angle rail edging dropping on dirt, abrupt",new_clips2/1430.mp3,metal,"[-0.00319484  0.03355572  0.03605927 ...  0.01376149  0.01826854
  0.02239075]"
1431,Iron bar dropping on dirt and concrete with a hard clang,new_clips2/1431.mp3,trash,"[-0.11601082  0.26786247  0.05161834 ...  0.07341346  0.01555268
  0.16189805]"
1432,Metal angle rail edging dropping on concrete with a clang,new_clips2/1432.mp3,metal,"[-0.06359783 -0.16903228 -0.1856896  ... -0.10814424 -0.14105892
  0.09466553]"
1433,"Metal disc dropping on concrete, set down",new_clips2/1433.mp3,metal,"[ 0.00715102  0.01860274  0.02233634 ... -0.01717399 -0.00273795
  0.01119142]"
1434,20 gauge sheet metal dropping on concrete and hitting with wobble then drop,new_clips2/1434.mp3,metal,"[ 0.00749473  0.02012732  0.02404083 ... -0.01782156 -0.01521755
 -0.0167817 ]"
1435,Metal angle rail edging dropping on dirt with a dull thud,new_clips2/1435.mp3,metal,[0.01006667 0.01458641 0.01767546 ... 0.01137479 0.00698134 0.01057336]
1436,Large solid metal disc dropping on concrete hard with a spin,new_clips2/1436.mp3,metal,"[-0.00987208 -0.06847543 -0.05012279 ...  0.12204354  0.10841494
  0.07760596]"
1437,Metal angle rail edging dropping on concrete from a low height,new_clips2/1437.mp3,metal,[0.01607887 0.05068576 0.04003969 ... 0.02144624 0.03729447 0.0641296 ]
1438,Metal checker plate dropping on dirt on its edge with a light topple,new_clips2/1438.mp3,metal,"[ 0.0015886  -0.00760515 -0.00772746 ... -0.01616813 -0.01459788
 -0.01031908]"
1439,Small solid metal tube dropping on concrete with a ring,new_clips2/1439.mp3,metal,"[ 3.8382172e-04  4.1168029e-04  2.6155653e-04 ...  5.6993542e-04
 -3.6074765e-05 -6.7392236e-04]"
1440,Metal rebar dropping on concrete hard with a bounce,new_clips2/1440.mp3,metal,"[ 0.01228908 -0.00365221 -0.02359031 ... -0.02307564  0.02428927
  0.036435  ]"
1441,Heavy metal pipe dropping on dirt and concrete with a bounce,new_clips2/1441.mp3,metal,"[-0.05024989 -0.10899474  0.09395259 ... -0.14741078 -0.10281551
 -0.05058082]"
1442,Metal angle rail edging dropping on concrete with a topple,new_clips2/1442.mp3,metal,"[-0.0595364  -0.06309953 -0.03237711 ... -0.06872771 -0.01861986
  0.05798344]"
1443,Solid metal strip dropping on dirt with a thud,new_clips2/1443.mp3,metal,"[ 0.00047667  0.00214177 -0.00767421 ... -0.0043537  -0.00311062
 -0.00131888]"
1444,Square metal tubing dropping on concrete and metal from a low height,new_clips2/1444.mp3,metal,[0.00429625 0.00479972 0.00563022 ... 0.0117926  0.00499463 0.00826021]
1445,"Heavy metal pipe dropping on dirt, on its edge or end, digging in",new_clips2/1445.mp3,metal,"[ 0.00217769 -0.02859166 -0.00619949 ...  0.00566584  0.00777562
  0.00673237]"
1446,"Metal sheet metal shavings debris dropping on concrete from a low height, musical",new_clips2/1446.mp3,metal,"[ 0.0027734   0.02664336 -0.00111494 ...  0.01590432 -0.02607092
  0.02840439]"
1447,"Metal hardware debris dropping on concrete, ringy",new_clips2/1447.mp3,metal,"[ 0.00383636  0.05376746 -0.03015912 ... -0.04472096  0.01428283
  0.03142577]"
1448,Square metal tubing scraping on concrete,new_clips2/1448.mp3,metal,"[ 0.01594061  0.02573609  0.03051002 ...  0.0396978  -0.02069418
 -0.03285605]"
1449,Metal angle iron small dropping on concrete with a topple,new_clips2/1449.mp3,metal,"[-0.01488514 -0.06410778 -0.04120435 ... -0.02569145 -0.02486037
 -0.05969002]"
1450,Metal rail edging dropping on dirt with a clang,new_clips2/1450.mp3,metal,"[-0.00747593  0.05446625 -0.04143754 ...  0.00281493 -0.03179862
 -0.02558776]"
1451,"Metal hardware debris dropping on dirt and metal, abrupt",new_clips2/1451.mp3,metal,"[ 0.04287853  0.12096048 -0.18898097 ...  0.01186237  0.01606361
 -0.04981852]"
1452,"Large metal angle iron dropping on concrete, setting down, slow",new_clips2/1452.mp3,metal,[0.01018936 0.03573531 0.05844783 ... 0.03683769 0.03571444 0.01037166]
1453,"Thick metal sheet dropping on dirt, abrupt",new_clips2/1453.mp3,metal,"[-0.00065684 -0.01091392  0.00453544 ...  0.0026779   0.02023379
  0.03168258]"
1454,"20 gauge sheet metal dropping on concrete on its edge, topple, light",new_clips2/1454.mp3,metal,"[-0.01024632 -0.01367845 -0.01960033 ...  0.02025134  0.00149242
  0.00285326]"
1455,"Metal 1 2 inch x 1 2 inch angle iron dropping on concrete, harsh",new_clips2/1455.mp3,metal,"[ 0.00019127  0.05294482 -0.04099849 ...  0.02878605  0.02793862
 -0.11111069]"
1456,"Heavy metal pipe dropping on dirt, simple",new_clips2/1456.mp3,metal,"[ 0.00329785 -0.00438811  0.01280513 ... -0.01448091 -0.01310461
 -0.00965054]"
1457,2 inch metal pipe dropping on concrete from a low height,new_clips2/1457.mp3,metal,[0.00044512 0.01407523 0.01912892 ... 0.04572337 0.0412863  0.02310704]
1458,Solid metal strip dropping on dirt with dirt debris,new_clips2/1458.mp3,metal,"[-0.0085397  -0.01431244 -0.01138779 ...  0.00521545  0.00743068
  0.01234104]"
1459,"2 inch metal pipe dropping on concrete, topple",new_clips2/1459.mp3,metal,[0.00378317 0.0262055  0.04044428 ... 0.02578562 0.06742957 0.09444156]
1460,"Metal angle rail edging dropping on concrete, strong",new_clips2/1460.mp3,metal,"[ 0.08628152  0.16988187  0.18543236 ... -0.10734684 -0.10088453
  0.10203783]"
1461,"Small metal pipe dropping on dirt, hard with dirt debris",new_clips2/1461.mp3,metal,"[-0.00697748 -0.02885212 -0.03599027 ...  0.02016397  0.00390094
 -0.00310506]"
1462,"Solid metal strip dropping on dirt, simple and hard",new_clips2/1462.mp3,metal,"[-0.00314358 -0.00360869 -0.00417903 ... -0.00869842 -0.00798417
 -0.00415803]"
1463,"Metal debris dump on concrete, abrupt",new_clips2/1463.mp3,metal,"[ 0.01243673 -0.09612999  0.11908685 ...  0.04148702 -0.04652445
 -0.00277412]"
1464,"Metal rebar dropping on dirt, heavy with dirt debris",new_clips2/1464.mp3,metal,"[-0.00963888 -0.00884615 -0.00843942 ... -0.00554801 -0.00664004
 -0.01228431]"
1465,"20 gauge sheet metal dropping on concrete, flat and swat",new_clips2/1465.mp3,metal,"[-0.01639535 -0.03291666 -0.03118239 ...  0.02385437 -0.00063984
 -0.02286312]"
1466,Metal rebar dropping on dirt with a clang and dirt debris,new_clips2/1466.mp3,metal,"[-0.00130354  0.00807079  0.00346696 ...  0.00993754  0.01203861
  0.00748888]"
1467,"Metal sheet metal shavings debris dropping on dirt and metal, random",new_clips2/1467.mp3,metal,"[ 0.0007846  -0.00819872 -0.00423734 ... -0.00185063 -0.00650685
  0.00012575]"
1468,"Metal sheet metal shavings debris dropping on dirt, forceful",new_clips2/1468.mp3,metal,"[-0.01549487 -0.08486855  0.06476098 ... -0.00672617 -0.00158273
  0.01522797]"
1469,Metal 1 2 inch x 1 2 inch angle iron dropping on concrete from a low height,new_clips2/1469.mp3,metal,"[-0.0023887  -0.00759131  0.0211014  ...  0.00191948  0.00840575
 -0.00927962]"
1470,"Metal checker plate dropping on concrete from a low height, reckless",new_clips2/1470.mp3,metal,"[-0.01716028 -0.03146589 -0.0464314  ...  0.05629939  0.04507564
  0.03747958]"
1471,Metal piece dropping on concrete with a ring,new_clips2/1471.mp3,metal,"[ 0.001743    0.00024889  0.00591367 ...  0.00256726 -0.00261119
  0.00076032]"
1472,Metal angle iron small dropping on concrete with a hard smack,new_clips2/1472.mp3,metal,"[-0.03113877  0.05512577 -0.00658427 ... -0.01826056  0.00916205
  0.06128728]"
1473,Metal 1 2 inch x 1 2 inch angle iron dropping on concrete with a topple,new_clips2/1473.mp3,metal,"[ 0.01815943  0.02362151 -0.0479896  ... -0.06746788 -0.03538834
  0.03859175]"
1474,Thin metal strip dropping on concrete and bounce with a buzz,new_clips2/1474.mp3,metal,"[-0.00048327 -0.00698547 -0.01285153 ...  0.01032764  0.00730485
 -0.01173957]"
1475,"Metal debris dropping on dirt, basic",new_clips2/1475.mp3,metal,"[-2.9642935e-04  1.9840526e-03 -1.6914473e-04 ... -9.3135634e-04
  3.4428685e-04 -9.7027798e-05]"
1476,"Metal sheet metal shavings debris dropping on dirt, complex",new_clips2/1476.mp3,metal,"[-0.00166623  0.00960584 -0.01145228 ... -0.00489205  0.00641333
  0.01004097]"
1477,"Metal checker plate dropping on dirt, flat",new_clips2/1477.mp3,metal,"[-0.05004101 -0.05781337 -0.05952233 ...  0.08934505  0.08519767
  0.0707422 ]"
1478,Thick metal sheet dropping on dirt and buffet,new_clips2/1478.mp3,metal,"[ 0.01234629  0.01376953  0.01522525 ... -0.01506986 -0.01424626
 -0.01342029]"
1479,"Large solid metal disc dropping on concrete with a clatter, abrupt",new_clips2/1479.mp3,metal,"[ 0.07118294  0.14387892  0.13284811 ... -0.13442649 -0.14110917
 -0.10443877]"
1480,"Metal checker plate picking up from concrete, setting down gentle",new_clips2/1480.mp3,metal,"[-0.01979968 -0.0378689  -0.03781603 ...  0.00049682 -0.01185192
 -0.02375572]"
1481,"Square metal tubing scraping on concrete, constant and light",new_clips2/1481.mp3,metal,"[-3.6803451e-03 -7.2826413e-03 -4.5412881e-03 ...  2.8516175e-05
 -6.1701247e-03 -1.1810751e-02]"
1482,Square metal tubing dropping on concrete from a low height,new_clips2/1482.mp3,metal,"[ 0.02688776  0.04687924 -0.03068683 ... -0.00845328 -0.01711029
  0.0111864 ]"
1483,"Heavy metal pipe dropping on dirt, solid",new_clips2/1483.mp3,metal,"[-0.02491921 -0.02788775 -0.03053788 ...  0.00546845  0.031844
  0.04249544]"
1484,Heavy metal pipe dropping on dirt with a thud,new_clips2/1484.mp3,metal,[0.00897164 0.01357643 0.0151113  ... 0.02103708 0.01633877 0.01074545]
1485,"Metal sheet metal shavings debris dropping on concrete, musical and chime-like",new_clips2/1485.mp3,metal,"[-0.03145538  0.02183243  0.05536221 ... -0.00487693  0.04522688
 -0.07439404]"
1486,"2 inch metal pipe dropping on concrete from a low height, hard",new_clips2/1486.mp3,metal,"[-0.01977363 -0.04162448 -0.02166359 ... -0.03668361 -0.08653968
 -0.08965328]"
1487,"Thin metal pipe dropping on concrete, forceful",new_clips2/1487.mp3,metal,"[-0.00569648  0.00236001  0.00620721 ... -0.03438328  0.01037273
 -0.02359272]"
1488,Large metal angle iron picking up from concrete,new_clips2/1488.mp3,metal,"[ 0.0002216   0.00092681  0.00095095 ... -0.00011381 -0.00060325
 -0.00057124]"
